taxa	taxid	superkingdom	clade	kingdom	family	genus
Suicoccus acidiformans	2036206	Bacteria	Terrabacteria group	NA	Aerococcaceae	Suicoccus
Staphylococcus epidermidis	1282	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus aureus	1280	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus cohnii	29382	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus haemolyticus	1283	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus simulans	1286	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus caprae	29380	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus lugdunensis	28035	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus hominis	1290	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus pseudintermedius	283734	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus delphini	53344	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus saprophyticus	29385	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus argenteus	985002	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus capitis	29388	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus pasteuri	45972	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus warneri	1292	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus auricularis	29379	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus sp. MI 10-1553	1912064	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus sp. M0911	2025492	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus sp. AntiMn-1	1715860	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus sp. MZ3	2836364	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus sp. MZ9	2836367	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus roterodami	2699836	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus debuckii	2044912	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus saccharolyticus	33028	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus arlettae	29378	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus xylosus	1288	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus chromogenes	46126	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus pettenkoferi	170573	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus equorum	246432	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus succinus	61015	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus simiae	308354	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus muscae	1294	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus nepalensis	214473	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus schleiferi	1295	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus edaphicus	1955013	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus carnosus	1281	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus condimenti	70255	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus gallinarum	1293	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus piscifermentans	70258	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus kloosii	29384	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Staphylococcus pseudoxylosus	2282419	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Staphylococcus
Mammaliicoccus vitulinus	71237	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Mammaliicoccus
Mammaliicoccus sciuri	1296	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Mammaliicoccus
Mammaliicoccus lentus	42858	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Mammaliicoccus
Mammaliicoccus stepanovicii	643214	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Mammaliicoccus
Macrococcus caseolyticus	69966	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Macrococcus
Macrococcus canis	1855823	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Macrococcus
Macrococcus brunensis	198483	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Macrococcus
Macrococcus armenti	2875764	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Macrococcus
Nosocomiicoccus ampullae	489910	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Nosocomiicoccus
Salinicoccus halodurans	407035	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Salinicoccus
Jeotgalicoccus sp. WY2	2708346	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Jeotgalicoccus
Abyssicoccus albus	1817405	Bacteria	Terrabacteria group	NA	Staphylococcaceae	Abyssicoccus
Bacillus cereus	1396	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus thuringiensis	1428	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus anthracis	1392	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus mycoides	1405	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus pseudomycoides	64104	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus cytotoxicus	580165	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus toyonensis	155322	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus luti	2026191	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. HBCD-sjtu	2053832	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus nitratireducens	2026193	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus paranthracis	2026186	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus subtilis	1423	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus velezensis	492670	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus amyloliquefaciens	1390	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus siamensis	659243	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus halotolerans	260554	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus licheniformis	1402	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus vallismortis	72361	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus atrophaeus	1452	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus paralicheniformis	1648923	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. JY-23	2933872	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. NP247	2846779	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. Lzh-5	2049935	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. PGP15	2933563	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. KH172YL63	2709784	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. CRB-7	2874284	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. THAF10	2587848	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. Y1	352858	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. NSP9.1	1071078	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. LJBV19	2821409	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. ZHX3	2841656	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. Cs-700	2589818	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. FJAT-22090	1581038	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. 1NLA3E	666686	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. PAMC26568	2760090	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus sp. FJAT-42376	2014076	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus dafuensis	1742359	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus pumilus	1408	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus altitudinis	293387	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus badius	1455	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus methanolicus	1471	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus rugosus	2715209	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Bacillus aquiflavi	2672567	Bacteria	Terrabacteria group	NA	Bacillaceae	Bacillus
Priestia megaterium	1404	Bacteria	Terrabacteria group	NA	Bacillaceae	Priestia
Priestia flexa	86664	Bacteria	Terrabacteria group	NA	Bacillaceae	Priestia
Priestia filamentosa	1402861	Bacteria	Terrabacteria group	NA	Bacillaceae	Priestia
Priestia aryabhattai	412384	Bacteria	Terrabacteria group	NA	Bacillaceae	Priestia
Lysinibacillus sp. 2017	2169540	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Lysinibacillus sp. GJ-1	2896845	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Lysinibacillus timonensis	2086577	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Lysinibacillus sphaericus	1421	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Lysinibacillus fusiformis	28031	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Lysinibacillus parviboronicapiens	436516	Bacteria	Terrabacteria group	NA	Bacillaceae	Lysinibacillus
Virgibacillus sp. Bac332	2419842	Bacteria	Terrabacteria group	NA	Bacillaceae	Virgibacillus
Virgibacillus sp. NKC19-16	2831673	Bacteria	Terrabacteria group	NA	Bacillaceae	Virgibacillus
Virgibacillus sp. Bac330	2419841	Bacteria	Terrabacteria group	NA	Bacillaceae	Virgibacillus
Virgibacillus sp. SK37	403957	Bacteria	Terrabacteria group	NA	Bacillaceae	Virgibacillus
Virgibacillus sp. MSP4-1	2700081	Bacteria	Terrabacteria group	NA	Bacillaceae	Virgibacillus
Weizmannia coagulans	1398	Bacteria	Terrabacteria group	NA	Bacillaceae	Weizmannia
Parageobacillus thermoglucosidasius	1426	Bacteria	Terrabacteria group	NA	Bacillaceae	Parageobacillus
Parageobacillus caldoxylosilyticus	81408	Bacteria	Terrabacteria group	NA	Bacillaceae	Parageobacillus
Parageobacillus genomosp. 1	1295642	Bacteria	Terrabacteria group	NA	Bacillaceae	Parageobacillus
Lentibacillus amyloliquefaciens	1472767	Bacteria	Terrabacteria group	NA	Bacillaceae	Lentibacillus
Lentibacillus sp. CBA3610	2518176	Bacteria	Terrabacteria group	NA	Bacillaceae	Lentibacillus
Neobacillus drentensis	220684	Bacteria	Terrabacteria group	NA	Bacillaceae	Neobacillus
Neobacillus mesonae	1193713	Bacteria	Terrabacteria group	NA	Bacillaceae	Neobacillus
Cytobacillus oceanisediminis	665099	Bacteria	Terrabacteria group	NA	Bacillaceae	Cytobacillus
Cytobacillus ciccensis	1670641	NA	NA	NA	NA	NA
Cytobacillus firmus	1399	Bacteria	Terrabacteria group	NA	Bacillaceae	Cytobacillus
Peribacillus psychrosaccharolyticus	1407	Bacteria	Terrabacteria group	NA	Bacillaceae	Peribacillus
Peribacillus simplex	1478	Bacteria	Terrabacteria group	NA	Bacillaceae	Peribacillus
Peribacillus asahii	228899	Bacteria	Terrabacteria group	NA	Bacillaceae	Peribacillus
Peribacillus frigoritolerans	450367	Bacteria	Terrabacteria group	NA	Bacillaceae	Peribacillus
Evansella cellulosilytica	1413	Bacteria	Terrabacteria group	NA	Bacillaceae	Evansella
Anoxybacillus gonensis	198467	Bacteria	Terrabacteria group	NA	Bacillaceae	Anoxybacillus
Anoxybacillus caldiproteolyticus	247480	Bacteria	Terrabacteria group	NA	Bacillaceae	Anoxybacillus
Anoxybacillus kamchatkensis	196180	Bacteria	Terrabacteria group	NA	Bacillaceae	Anoxybacillus
Metabacillus sp. cB07	2806989	Bacteria	Terrabacteria group	NA	Bacillaceae	Metabacillus
Metabacillus sp. KUDC1714	2745198	Bacteria	Terrabacteria group	NA	Bacillaceae	Metabacillus
Sutcliffiella cohnii	33932	Bacteria	Terrabacteria group	NA	Bacillaceae	Sutcliffiella
Sutcliffiella horikoshii	79883	Bacteria	Terrabacteria group	NA	Bacillaceae	Sutcliffiella
Amphibacillus xylanus	1449	Bacteria	Terrabacteria group	NA	Bacillaceae	Amphibacillus
Alkalihalobacillus clausii	79880	Bacteria	Terrabacteria group	NA	Bacillaceae	Alkalihalobacillus
Alkalihalobacillus krulwichiae	199441	Bacteria	Terrabacteria group	NA	Bacillaceae	Halalkalibacter
Alkalihalobacillus lehensis	300825	Bacteria	Terrabacteria group	NA	Bacillaceae	Alkalihalobacillus
Alkalihalobacillus miscanthi	2598861	Bacteria	Terrabacteria group	NA	Bacillaceae	Alkalihalobacillus
Alkalihalobacillus sp. LMS39	2924032	Bacteria	Terrabacteria group	NA	Bacillaceae	Alkalihalobacillus
Fictibacillus phosphorivorans	1221500	Bacteria	Terrabacteria group	NA	Bacillaceae	Fictibacillus
Fictibacillus arsenicus	255247	Bacteria	Terrabacteria group	NA	Bacillaceae	Fictibacillus
Halobacillus litoralis	45668	Bacteria	Terrabacteria group	NA	Bacillaceae	Halobacillus
Halobacillus halophilus	1570	Bacteria	Terrabacteria group	NA	Bacillaceae	Halobacillus
Halobacillus sp. SSTM10-2	2932258	Bacteria	Terrabacteria group	NA	Bacillaceae	Halobacillus
Heyndrickxia oleronia	38875	Bacteria	Terrabacteria group	NA	Bacillaceae	Heyndrickxia
Gottfriedia acidiceleris	371036	Bacteria	Terrabacteria group	NA	Bacillaceae	Gottfriedia
Geobacillus sp. C56-T3	691437	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Geobacillus sp. GHH01	1233873	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Geobacillus thermoleovorans	33941	Bacteria	Terrabacteria group	NA	Bacillaceae	Geobacillus
Sediminibacillus sp. DP4-553-S	2729421	Bacteria	Terrabacteria group	NA	Bacillaceae	Sediminibacillus
Lederbergia lenta	1467	Bacteria	Terrabacteria group	NA	Bacillaceae	Lederbergia
Salimicrobium jeotgali	1230341	Bacteria	Terrabacteria group	NA	Bacillaceae	Salimicrobium
Salicibibacter kimchii	2099786	Bacteria	Terrabacteria group	NA	Bacillaceae	Salicibibacter
Salicibibacter cibarius	2743000	Bacteria	Terrabacteria group	NA	Bacillaceae	Salicibibacter
Paenalkalicoccus suaedae	2592382	Bacteria	Terrabacteria group	NA	Bacillaceae	Paenalkalicoccus
Aeribacillus pallidus	33936	Bacteria	Terrabacteria group	NA	Bacillaceae	Aeribacillus
Caldalkalibacillus thermarum	296745	Bacteria	Terrabacteria group	NA	Bacillaceae	Caldalkalibacillus
Caldibacillus thermoamylovorans	35841	Bacteria	Terrabacteria group	NA	Bacillaceae	Caldibacillus
Psychrobacillus sp. INOP01	2829187	Bacteria	Terrabacteria group	NA	Bacillaceae	Psychrobacillus
Mangrovibacillus cuniculi	2593652	Bacteria	Terrabacteria group	NA	Bacillaceae	Mangrovibacillus
Rossellomorea marisflavi	189381	Bacteria	Terrabacteria group	NA	Bacillaceae	Rossellomorea
Niallia circulans	1397	Bacteria	Terrabacteria group	NA	Bacillaceae	Niallia
Gracilibacillus salitolerans	2663022	Bacteria	Terrabacteria group	NA	Bacillaceae	Gracilibacillus
Oceanobacillus zhaokaii	2052660	Bacteria	Terrabacteria group	NA	Bacillaceae	Oceanobacillus
Radiobacillus deserti	2594883	Bacteria	Terrabacteria group	NA	Bacillaceae	Radiobacillus
Terribacillus aidingensis	586416	Bacteria	Terrabacteria group	NA	Bacillaceae	Terribacillus
Paraliobacillus zengyii	2213194	Bacteria	Terrabacteria group	NA	Bacillaceae	Paraliobacillus
Pontibacillus sp. ALD_SL1	2777185	Bacteria	Terrabacteria group	NA	Bacillaceae	Pontibacillus
Gemella haemolysans	1379	Bacteria	Terrabacteria group	NA	NA	Gemella
Gemella morbillorum	29391	Bacteria	Terrabacteria group	NA	NA	Gemella
Gemella sp. zg-570	2840371	Bacteria	Terrabacteria group	NA	NA	Gemella
Gemella sanguinis	84135	Bacteria	Terrabacteria group	NA	NA	Gemella
Paenibacillus sp. YPG26	2878915	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. JNUCC-31	2777983	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. URB8-2	2741301	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. DCT19	2211212	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. H1-7	2282849	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. B01	2660554	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. BIHB4019	1870819	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. E222	2748863	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. R14(2021)	2859228	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. DR312	2871175	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sp. YPD9-1	2908839	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus polymyxa	1406	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus physcomitrellae	1619311	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus alvei	44250	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus cellulosilyticus	375489	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus barcinonensis	198119	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus odorifer	189426	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus durus	44251	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus mucilaginosus	61624	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus lentus	1338368	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus lautus	1401	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus crassostreae	1763538	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus bovis	1616788	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus sonchi	373687	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus jilunlii	682956	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus albicereus	2726185	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Paenibacillus tianjinensis	2810347	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Paenibacillus
Brevibacillus brevis	1393	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Brevibacillus
Thermobacillus composti	377615	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Thermobacillus
Aneurinibacillus soli	1500254	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Aneurinibacillus
Saccharibacillus brassicae	2583377	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Saccharibacillus
Cohnella abietis	2507935	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Cohnella
Cohnella candidum	2674991	Bacteria	Terrabacteria group	NA	Paenibacillaceae	Cohnella
Sporosarcina sp. PTS2304	2283194	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Sporosarcina sp. Marseille-Q4063	2810514	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Sporosarcina sp. Te-1	2818390	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Sporosarcina psychrophila	1476	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Sporosarcina ureae	1571	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Sporosarcina ureilytica	298596	Bacteria	Terrabacteria group	NA	Planococcaceae	Sporosarcina
Planococcus sp. MB-3u-03	2058136	Bacteria	Terrabacteria group	NA	Planococcaceae	Planococcus
Planococcus lenghuensis	2213202	Bacteria	Terrabacteria group	NA	Planococcaceae	Planococcus
Planococcus donghaensis	414778	Bacteria	Terrabacteria group	NA	Planococcaceae	Planococcus
Planococcus maritimus	192421	Bacteria	Terrabacteria group	NA	Planococcaceae	Planococcus
Planococcus versutus	1302659	Bacteria	Terrabacteria group	NA	Planococcaceae	Planococcus
Solibacillus silvestris	76853	Bacteria	Terrabacteria group	NA	Planococcaceae	Solibacillus
Solibacillus sp. R5-41	2048654	Bacteria	Terrabacteria group	NA	Planococcaceae	Solibacillus
Paenisporosarcina cavernae	2320858	Bacteria	Terrabacteria group	NA	Planococcaceae	Paenisporosarcina
Viridibacillus sp. JNUCC-6	2779527	Bacteria	Terrabacteria group	NA	Planococcaceae	Viridibacillus
Ureibacillus thermosphaericus	51173	Bacteria	Terrabacteria group	NA	Planococcaceae	Ureibacillus
Ureibacillus thermophilus	367743	Bacteria	Terrabacteria group	NA	Planococcaceae	Ureibacillus
Rummeliibacillus stabekisii	241244	Bacteria	Terrabacteria group	NA	Planococcaceae	Rummeliibacillus
Jeotgalibacillus malaysiensis	1508404	Bacteria	Terrabacteria group	NA	Planococcaceae	Jeotgalibacillus
Brochothrix thermosphacta	2756	Bacteria	Terrabacteria group	NA	Listeriaceae	Brochothrix
Listeria monocytogenes	1639	Bacteria	Terrabacteria group	NA	Listeriaceae	Listeria
